variant,query_id,query_type,top_k,rerank,retriever,retrieval_cost,rerank_cost,generation_cost,total_cost,cost_usd,retrieval_latency_ms,rerank_latency_ms,generation_latency_ms,total_latency_ms,latency_ms,recall_at_k,mrr,ndcg_at_k,context_precision,context_recall,faithfulness,answer_term_coverage,hallucination_risk,chunk_size_tokens,overlap_tokens
hybrid_k5_rerank,q053,cost_latency,5.0,true,hybrid,1.08e-06,2e-05,5.688e-05,7.796e-05,7.796e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q054,compliance,5.0,true,hybrid,1.08e-06,2e-05,5.724e-05,7.832e-05,7.832e-05,187.1,90.0,310.0,587.1,587.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_k5_rerank,q055,policy_reasoning,5.0,true,hybrid,1.08e-06,2e-05,5.424e-05,7.532e-05,7.532e-05,187.1,90.0,310.0,587.1,587.1,0.5,1.0,0.6131471927654584,0.2,0.5,1.0,0.8,0.07000000000000006,24,4
hybrid_k5_rerank,q056,multi_hop,5.0,true,hybrid,1.08e-06,2e-05,5.892e-05,8e-05,8e-05,187.1,90.0,310.0,587.1,587.1,0.3333333333333333,0.5,0.2960819109658652,0.2,0.3333333333333333,1.0,0.6,0.14,24,4
hybrid_dense_hash_k5_rerank,q001,fact_lookup,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.772e-05,8e-05,8e-05,203.1,90.0,310.0,603.1,603.1,1.0,0.5,0.6934264036172708,0.4,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q002,fact_lookup,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.928e-05,8.156e-05,8.156e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,0.8333333333333334,0.05833333333333335,24,4
hybrid_dense_hash_k5_rerank,q003,stale_context,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.76e-05,7.988e-05,7.988e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.4,1.0,1.0,0.8,0.07000000000000006,24,4
hybrid_dense_hash_k5_rerank,q004,fact_lookup,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.844e-05,8.072e-05,8.072e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,0.9791666666666666,1.0,0.013541666666666674,24,4
hybrid_dense_hash_k5_rerank,q005,fact_lookup,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.712e-05,7.94e-05,7.94e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q006,compliance,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.916e-05,8.144e-05,8.144e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q007,fact_lookup,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.688e-05,7.916e-05,7.916e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q008,policy_reasoning,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.652e-05,7.88e-05,7.88e-05,203.1,90.0,310.0,603.1,603.1,0.0,0.0,0.0,0.0,0.0,0.9846153846153847,0.16666666666666666,0.30166666666666664,24,4
hybrid_dense_hash_k5_rerank,q009,cost_latency,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.772e-05,8e-05,8e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q010,compliance,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.712e-05,7.94e-05,7.94e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q011,fact_lookup,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.772e-05,8e-05,8e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q012,policy_reasoning,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.556e-05,7.784e-05,7.784e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q013,compliance,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.532e-05,7.76e-05,7.76e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,0.75,0.08750000000000002,24,4
hybrid_dense_hash_k5_rerank,q014,fact_lookup,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.676e-05,7.904e-05,7.904e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q015,multi_hop,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.784e-05,8.012e-05,8.012e-05,203.1,90.0,310.0,603.1,603.1,0.5,1.0,0.6131471927654584,0.2,0.5,1.0,0.8,0.07000000000000006,24,4
hybrid_dense_hash_k5_rerank,q016,compliance,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.676e-05,7.904e-05,7.904e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q017,vendor_risk,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.736e-05,7.964e-05,7.964e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q018,compliance,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.448e-05,7.676e-05,7.676e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q019,policy_reasoning,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.928e-05,8.156e-05,8.156e-05,203.1,90.0,310.0,603.1,603.1,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.07000000000000006,24,4
hybrid_dense_hash_k5_rerank,q020,cost_latency,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.592e-05,7.82e-05,7.82e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q021,cost_latency,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.64e-05,7.868e-05,7.868e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q022,cost_latency,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.856e-05,8.084e-05,8.084e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q023,policy_reasoning,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.868e-05,8.096e-05,8.096e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q024,compliance,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.472e-05,7.7e-05,7.7e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q025,fact_lookup,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.796e-05,8.024e-05,8.024e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q026,vendor_risk,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,6.096e-05,8.324e-05,8.324e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,0.9811320754716981,1.0,0.01226415094339628,24,4
hybrid_dense_hash_k5_rerank,q027,vendor_risk,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,6.036e-05,8.264e-05,8.264e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,0.9821428571428571,1.0,0.011607142857142927,24,4
hybrid_dense_hash_k5_rerank,q028,policy_reasoning,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.928e-05,8.156e-05,8.156e-05,203.1,90.0,310.0,603.1,603.1,1.0,0.3333333333333333,0.5,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q029,policy_reasoning,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.664e-05,7.892e-05,7.892e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q030,ambiguous,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.592e-05,7.82e-05,7.82e-05,203.1,90.0,310.0,603.1,603.1,0.5,0.5,0.38685280723454163,0.2,0.5,1.0,0.4,0.20999999999999996,24,4
hybrid_dense_hash_k5_rerank,q031,cloud_operations,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.7e-05,7.928e-05,7.928e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q032,cloud_operations,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.82e-05,8.048e-05,8.048e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,0.8,0.07000000000000006,24,4
hybrid_dense_hash_k5_rerank,q033,cost_latency,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.7e-05,7.928e-05,7.928e-05,203.1,90.0,310.0,603.1,603.1,1.0,0.5,0.6309297535714575,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q034,compliance,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.736e-05,7.964e-05,7.964e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q035,policy_reasoning,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.736e-05,7.964e-05,7.964e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q036,policy_reasoning,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.82e-05,8.048e-05,8.048e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q037,fact_lookup,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.736e-05,7.964e-05,7.964e-05,203.1,90.0,310.0,603.1,603.1,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.07000000000000006,24,4
hybrid_dense_hash_k5_rerank,q038,compliance,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.46e-05,7.688e-05,7.688e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,0.8,0.07000000000000006,24,4
hybrid_dense_hash_k5_rerank,q039,multi_hop,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.748e-05,7.976e-05,7.976e-05,203.1,90.0,310.0,603.1,603.1,0.6666666666666666,0.3333333333333333,0.4367467095119258,0.4,0.6666666666666666,1.0,0.6,0.14,24,4
hybrid_dense_hash_k5_rerank,q040,multi_hop,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.844e-05,8.072e-05,8.072e-05,203.1,90.0,310.0,603.1,603.1,0.6666666666666666,1.0,0.7653606369886217,0.4,0.6666666666666666,1.0,0.8,0.07000000000000006,24,4
hybrid_dense_hash_k5_rerank,q041,stale_context,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.736e-05,7.964e-05,7.964e-05,203.1,90.0,310.0,603.1,603.1,0.5,1.0,0.6131471927654584,0.2,0.5,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q042,ambiguous,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.736e-05,7.964e-05,7.964e-05,203.1,90.0,310.0,603.1,603.1,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.14,24,4
hybrid_dense_hash_k5_rerank,q043,ambiguous,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.652e-05,7.88e-05,7.88e-05,203.1,90.0,310.0,603.1,603.1,0.6666666666666666,0.5,0.5307212739772434,0.4,0.6666666666666666,1.0,0.8,0.07000000000000006,24,4
hybrid_dense_hash_k5_rerank,q044,cost_latency,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.784e-05,8.012e-05,8.012e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q045,multi_hop,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.736e-05,7.964e-05,7.964e-05,203.1,90.0,310.0,603.1,603.1,0.5,1.0,0.6131471927654584,0.2,0.5,1.0,0.8,0.07000000000000006,24,4
hybrid_dense_hash_k5_rerank,q046,vendor_risk,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.904e-05,8.132e-05,8.132e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,0.9807692307692307,1.0,0.012500000000000067,24,4
hybrid_dense_hash_k5_rerank,q047,cloud_operations,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.844e-05,8.072e-05,8.072e-05,203.1,90.0,310.0,603.1,603.1,1.0,0.5,0.6309297535714575,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q048,fact_lookup,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.82e-05,8.048e-05,8.048e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,0.9841269841269841,0.75,0.09781746031746041,24,4
hybrid_dense_hash_k5_rerank,q049,policy_reasoning,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.472e-05,7.7e-05,7.7e-05,203.1,90.0,310.0,603.1,603.1,1.0,0.5,0.6509209298071326,0.4,1.0,1.0,0.8,0.07000000000000006,24,4
hybrid_dense_hash_k5_rerank,q050,compliance,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.88e-05,8.108e-05,8.108e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,0.8,0.07000000000000006,24,4
hybrid_dense_hash_k5_rerank,q051,stale_context,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.736e-05,7.964e-05,7.964e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q052,fact_lookup,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.892e-05,8.12e-05,8.12e-05,203.1,90.0,310.0,603.1,603.1,1.0,0.5,0.6309297535714575,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q053,cost_latency,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.844e-05,8.072e-05,8.072e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q054,compliance,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.724e-05,7.952e-05,7.952e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,24,4
hybrid_dense_hash_k5_rerank,q055,policy_reasoning,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.208e-05,7.436e-05,7.436e-05,203.1,90.0,310.0,603.1,603.1,0.5,1.0,0.6131471927654584,0.2,0.5,1.0,0.8,0.07000000000000006,24,4
hybrid_dense_hash_k5_rerank,q056,multi_hop,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.94e-05,8.168e-05,8.168e-05,203.1,90.0,310.0,603.1,603.1,0.3333333333333333,0.5,0.2960819109658652,0.2,0.3333333333333333,1.0,0.6,0.14,24,4
lexical_k5_rerank,q001,fact_lookup,5.0,true,lexical,5.7e-07,2e-05,2.592e-05,4.649e-05,4.649e-05,125.9,90.0,180.0,395.9,395.9,0.5,0.3333333333333333,0.3065735963827292,0.2,0.5,0.9791666666666666,0.2,0.2935416666666667,256,26
lexical_k5_rerank,q002,fact_lookup,5.0,true,lexical,5.7e-07,2e-05,2.736e-05,4.793e-05,4.793e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,1.0,0.2,1.0,0.9787234042553191,1.0,0.013829787234042601,256,26
lexical_k5_rerank,q003,stale_context,5.0,true,lexical,5.7e-07,2e-05,2.64e-05,4.697e-05,4.697e-05,125.9,90.0,180.0,395.9,395.9,0.5,0.5,0.38685280723454163,0.2,0.5,0.9787234042553191,0.8,0.08382978723404255,256,26
lexical_k5_rerank,q004,fact_lookup,5.0,true,lexical,5.7e-07,2e-05,2.664e-05,4.721e-05,4.721e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,256,26
lexical_k5_rerank,q005,fact_lookup,5.0,true,lexical,5.7e-07,2e-05,2.64e-05,4.697e-05,4.697e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,256,26
lexical_k5_rerank,q006,compliance,5.0,true,lexical,5.7e-07,2e-05,2.72e-05,4.777e-05,4.777e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,1.0,0.2,1.0,0.9772727272727273,1.0,0.01477272727272727,256,26
lexical_k5_rerank,q007,fact_lookup,5.0,true,lexical,5.7e-07,2e-05,2.688e-05,4.745e-05,4.745e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,256,26
lexical_k5_rerank,q008,policy_reasoning,5.0,true,lexical,5.7e-07,2e-05,2.584e-05,4.641e-05,4.641e-05,125.9,90.0,180.0,395.9,395.9,1.0,0.5,0.6309297535714575,0.2,1.0,0.9782608695652174,0.6666666666666666,0.13079710144927537,256,26
lexical_k5_rerank,q009,cost_latency,5.0,true,lexical,5.7e-07,2e-05,2.696e-05,4.753e-05,4.753e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.0,256,26
lexical_k5_rerank,q010,compliance,5.0,true,lexical,5.7e-07,2e-05,2.6e-05,4.657e-05,4.657e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,256,26
lexical_k5_rerank,q011,fact_lookup,5.0,true,lexical,5.7e-07,2e-05,2.664e-05,4.721e-05,4.721e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,1.0,0.2,1.0,0.9782608695652174,1.0,0.01413043478260867,256,26
lexical_k5_rerank,q012,policy_reasoning,5.0,true,lexical,5.7e-07,2e-05,2.704e-05,4.761e-05,4.761e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,1.0,0.2,1.0,0.972972972972973,1.0,0.0175675675675675,256,26
lexical_k5_rerank,q013,compliance,5.0,true,lexical,5.7e-07,2e-05,2.616e-05,4.673e-05,4.673e-05,125.9,90.0,180.0,395.9,395.9,1.0,0.5,0.6309297535714575,0.2,1.0,0.9772727272727273,0.75,0.10227272727272729,256,26
lexical_k5_rerank,q014,fact_lookup,5.0,true,lexical,5.7e-07,2e-05,2.616e-05,4.673e-05,4.673e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,256,26
lexical_k5_rerank,q015,multi_hop,5.0,true,lexical,5.7e-07,2e-05,2.656e-05,4.713e-05,4.713e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,0.8772153153380493,0.4,1.0,1.0,0.8,0.07000000000000006,256,26
lexical_k5_rerank,q016,compliance,5.0,true,lexical,5.7e-07,2e-05,2.6e-05,4.657e-05,4.657e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,1.0,0.2,1.0,0.975609756097561,1.0,0.01585365853658538,256,26
lexical_k5_rerank,q017,vendor_risk,5.0,true,lexical,5.7e-07,2e-05,2.624e-05,4.681e-05,4.681e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,1.0,0.2,1.0,0.975609756097561,1.0,0.01585365853658538,256,26
lexical_k5_rerank,q018,compliance,5.0,true,lexical,5.7e-07,2e-05,2.536e-05,4.593e-05,4.593e-05,125.9,90.0,180.0,395.9,395.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,256,26
lexical_k5_rerank,q019,policy_reasoning,5.0,true,lexical,5.7e-07,2e-05,2.648e-05,4.705e-05,4.705e-05,125.9,90.0,180.0,395.9,395.9,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.07000000000000006,256,26
lexical_k5_rerank,q020,cost_latency,5.0,true,lexical,5.7e-07,2e-05,2.728e-05,4.785e-05,4.785e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,256,26
lexical_k5_rerank,q021,cost_latency,5.0,true,lexical,5.7e-07,2e-05,2.72e-05,4.777e-05,4.777e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,1.0,0.2,1.0,0.9767441860465116,1.0,0.015116279069767424,256,26
lexical_k5_rerank,q022,cost_latency,5.0,true,lexical,5.7e-07,2e-05,2.576e-05,4.633e-05,4.633e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,1.0,0.2,1.0,0.9782608695652174,1.0,0.01413043478260867,256,26
lexical_k5_rerank,q023,policy_reasoning,5.0,true,lexical,5.7e-07,2e-05,2.584e-05,4.641e-05,4.641e-05,125.9,90.0,180.0,395.9,395.9,0.5,0.5,0.38685280723454163,0.2,0.5,0.9767441860465116,1.0,0.015116279069767424,256,26
lexical_k5_rerank,q024,compliance,5.0,true,lexical,5.7e-07,2e-05,2.552e-05,4.609e-05,4.609e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,1.0,0.2,1.0,0.975609756097561,1.0,0.01585365853658538,256,26
lexical_k5_rerank,q025,fact_lookup,5.0,true,lexical,5.7e-07,2e-05,2.536e-05,4.593e-05,4.593e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,1.0,0.2,1.0,0.9787234042553191,1.0,0.013829787234042601,256,26
lexical_k5_rerank,q026,vendor_risk,5.0,true,lexical,5.7e-07,2e-05,2.568e-05,4.625e-05,4.625e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,1.0,0.2,1.0,0.9743589743589743,1.0,0.01666666666666672,256,26
lexical_k5_rerank,q027,vendor_risk,5.0,true,lexical,5.7e-07,2e-05,2.552e-05,4.609e-05,4.609e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,1.0,0.2,1.0,0.9743589743589743,1.0,0.01666666666666672,256,26
lexical_k5_rerank,q028,policy_reasoning,5.0,true,lexical,5.7e-07,2e-05,2.568e-05,4.625e-05,4.625e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,1.0,0.2,1.0,0.9791666666666666,1.0,0.013541666666666674,256,26
lexical_k5_rerank,q029,policy_reasoning,5.0,true,lexical,5.7e-07,2e-05,2.608e-05,4.665e-05,4.665e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,1.0,0.2,1.0,0.9782608695652174,1.0,0.01413043478260867,256,26
lexical_k5_rerank,q030,ambiguous,5.0,true,lexical,5.7e-07,2e-05,2.616e-05,4.673e-05,4.673e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,0.9197207891481876,0.4,1.0,0.9787234042553191,0.4,0.22382978723404257,256,26
lexical_k5_rerank,q031,cloud_operations,5.0,true,lexical,5.7e-07,2e-05,2.608e-05,4.665e-05,4.665e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,256,26
lexical_k5_rerank,q032,cloud_operations,5.0,true,lexical,5.7e-07,2e-05,2.544e-05,4.601e-05,4.601e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,1.0,0.2,1.0,1.0,0.8,0.07000000000000006,256,26
lexical_k5_rerank,q033,cost_latency,5.0,true,lexical,5.7e-07,2e-05,2.568e-05,4.625e-05,4.625e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,1.0,0.2,1.0,0.9767441860465116,1.0,0.015116279069767424,256,26
lexical_k5_rerank,q034,compliance,5.0,true,lexical,5.7e-07,2e-05,2.472e-05,4.529e-05,4.529e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,1.0,0.2,1.0,0.9777777777777777,1.0,0.014444444444444482,256,26
lexical_k5_rerank,q035,policy_reasoning,5.0,true,lexical,5.7e-07,2e-05,2.648e-05,4.705e-05,4.705e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,1.0,0.2,1.0,0.9736842105263158,1.0,0.017105263157894735,256,26
lexical_k5_rerank,q036,policy_reasoning,5.0,true,lexical,5.7e-07,2e-05,2.688e-05,4.745e-05,4.745e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,1.0,0.2,1.0,0.9767441860465116,1.0,0.015116279069767424,256,26
lexical_k5_rerank,q037,fact_lookup,5.0,true,lexical,5.7e-07,2e-05,2.656e-05,4.713e-05,4.713e-05,125.9,90.0,180.0,395.9,395.9,0.0,0.0,0.0,0.0,0.0,0.9795918367346939,1.0,0.013265306122449028,256,26
lexical_k5_rerank,q038,compliance,5.0,true,lexical,5.7e-07,2e-05,2.544e-05,4.601e-05,4.601e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,256,26
lexical_k5_rerank,q039,multi_hop,5.0,true,lexical,5.7e-07,2e-05,2.64e-05,4.697e-05,4.697e-05,125.9,90.0,180.0,395.9,395.9,1.0,0.5,0.7328286204777911,0.6,1.0,0.9772727272727273,0.6,0.15477272727272728,256,26
lexical_k5_rerank,q040,multi_hop,5.0,true,lexical,5.7e-07,2e-05,2.712e-05,4.769e-05,4.769e-05,125.9,90.0,180.0,395.9,395.9,0.6666666666666666,1.0,0.6713860725233041,0.4,0.6666666666666666,0.975609756097561,1.0,0.01585365853658538,256,26
lexical_k5_rerank,q041,stale_context,5.0,true,lexical,5.7e-07,2e-05,2.592e-05,4.649e-05,4.649e-05,125.9,90.0,180.0,395.9,395.9,1.0,1.0,0.8503449055347546,0.4,1.0,0.9787234042553191,1.0,0.013829787234042601,256,26
lexical_k5_rerank,q042,ambiguous,5.0,true,lexical,5.7e-07,2e-05,2.672e-05,4.729e-05,4.729e-05,125.9,90.0,180.0,395.9,395.9,0.5,0.3333333333333333,0.3065735963827292,0.2,0.5,0.9782608695652174,0.2,0.2941304347826087,256,26
lexical_k5_rerank,q043,ambiguous,5.0,true,lexical,5.7e-07,2e-05,2.672e-05,4.729e-05,4.729e-05,125.9,90.0,180.0,395.9,395.9,0.6666666666666666,1.0,0.7653606369886217,0.4,0.6666666666666666,0.967741935483871,0.8,0.09096774193548396,256,26
